Fa_chr1	62194839	62209376	Mo_chr1	63184939	63199478
Fa_chr7	15183879	15202374	Mo_chr7	29363002	29381502
Fa_chr7	20160225	20179139	Mo_chr7	24393650	24412563
Fa_chr7	27470139	27488360	Mo_chr7	17054266	17072459
Fa_chr7	19467987	19486125	Mo_chr7	25072452	25090582
Fa_chr7	35178482	35195733	Mo_chr7	42512379	42529634
Fa_chr7	10712803	10730400	Mo_chr7	33837903	33855491
Fa_chr7	14390769	14407974	Mo_chr7	30157977	30175166
Fa_chr7	15815107	15832199	Mo_chr7	28737264	28754348
Fa_chr7	40360781	40379294	Mo_chr7	9140857	9159335
Fa_chr7	6570908	6590103	Mo_chr7	37969660	37988811
Fa_chr7	5554943	5571601	Mo_chr7	38986249	39002906
Fa_chr7	40144674	40163515	Mo_chr7	9356595	9375893
Fa_chr7	40666329	40684811	Mo_chr7	8835441	8853889
Fa_chr7	9767797	9785445	Mo_chr7	34783867	34801503
Fa_chr7	18419847	18437047	Mo_chr7	26124249	26141447
Fa_chr7	22636518	22654726	Mo_chr7	21911388	21929615
Fa_chr7	13978173	13995270	Mo_chr7	30570762	30587878
Fa_chr7	16239539	16255478	Mo_chr7	28306667	28322607
Fa_chr7	26547516	26565531	Mo_chr7	17976908	17994920
Fa_chr7	7922237	7939248	Mo_chr7	36620294	36637290
Fa_chr7	8458784	8476184	Mo_chr7	36083858	36101245
Fa_chr7	27295905	27313762	Mo_chr7	17228790	17246628
Fa_chr7	7641319	7659199	Mo_chr7	36901091	36918972
Fa_chr7	22350943	22369829	Mo_chr7	22195520	22214340
Fa_chr7	35919261	35938499	Mo_chr7	3654661	3673784
Fa_chr7	3622024	3639341	Mo_chr7	40913330	40930639
Fa_chr7	3180578	3199475	Mo_chr7	41352607	41371654
Fa_chr7	7581528	7599291	Mo_chr7	36960933	36978685
Fa_chr7	18046419	18064695	Mo_chr7	26495927	26514226
Fa_chr7	18922617	18939374	Mo_chr7	25623398	25640164
Fa_chr7	24227253	24244733	Mo_chr7	20309277	20326776
Fa_chr7	23398716	23416081	Mo_chr7	21138246	21155607
Fa_chr7	13056916	13075048	Mo_chr7	31493497	31511633
Fa_chr7	40512680	40531204	Mo_chr7	8988998	9007494
Fa_chr7	18383606	18400418	Mo_chr7	26160881	26177693
Fa_chr7	6978743	6997359	Mo_chr7	37562889	37581449
Fa_chr7	11086798	11104102	Mo_chr7	33466495	33483784
Fa_chr7	9495904	9512783	Mo_chr7	35047937	35064817
Fa_chr7	16114247	16131180	Mo_chr7	28438100	28455023
Fa_chr7	13798710	13817038	Mo_chr7	30748965	30767273
Fa_chr7	4818764	4836383	Mo_chr7	39721329	39738937
Fa_chr7	16522548	16540055	Mo_chr7	28022045	28039551
Fa_chr7	13621623	13638241	Mo_chr7	30928755	30945362
Fa_chr7	20272665	20290233	Mo_chr7	24278098	24295656
Fa_chr7	25705749	25722965	Mo_chr7	18819585	18836802
Fa_chr7	4481441	4500504	Mo_chr7	40052020	40071113
Fa_chr7	11317103	11333685	Mo_chr7	33236204	33252785
Fa_chr7	9704957	9721048	Mo_chr7	34839673	34855747
Fa_chr7	25960401	25977756	Mo_chr7	18564805	18582137
Fa_chr7	16895692	16911890	Mo_chr7	27647783	27663984
Fa_chr7	16198216	16214439	Mo_chr7	28347724	28363955
Fa_chr7	6004356	6022288	Mo_chr7	38536821	38554758
Fa_chr7	11641716	11657893	Mo_chr7	32911607	32927783
Fa_chr7	24380068	24398406	Mo_chr7	20155612	20173926
Fa_chr7	8977109	8994231	Mo_chr7	35565298	35582689
Fa_chr7	26288855	26306244	Mo_chr7	18236182	18253599
Fa_chr7	2729411	2747012	Mo_chr7	41806371	41823995
Fa_chr7	26565812	26582402	Mo_chr7	17960020	17976627
Fa_chr7	25907866	25923677	Mo_chr7	18618915	18634724
Fa_chr7	23086995	23103945	Mo_chr7	21456275	21473218
Fa_chr7	3996428	4013007	Mo_chr7	40539549	40556118
Fa_chr7	11548784	11565582	Mo_chr7	33004394	33021181
Fa_chr7	11105882	11122548	Mo_chr7	33449271	33465932
Fa_chr7	4116086	4133062	Mo_chr7	40419533	40436509
Fa_chr7	8710405	8728002	Mo_chr7	35831294	35849689
Fa_chr7	12446835	12463033	Mo_chr7	32105462	32121660
Fa_chr7	14333943	14349633	Mo_chr7	30216312	30232000
Fa_chr7	13494658	13510550	Mo_chr7	31056445	31072334
Fa_chr7	25499709	25516626	Mo_chr7	19034288	19051204
Fa_chr7	3782594	3799171	Mo_chr7	40753602	40770167
Fa_chr7	19198846	19215070	Mo_chr7	25348302	25364524
Fa_chr7	20724581	20740275	Mo_chr7	23823669	23839365
Fa_chr7	36186866	36204914	Mo_chr7	3388281	3406281
Fa_chr7	12074720	12091685	Mo_chr7	32476860	32493831
Fa_chr7	7361830	7379491	Mo_chr7	37180865	37198501
Fa_chr7	7292721	7309167	Mo_chr7	37251163	37267613
Fa_chr7	13997462	14015383	Mo_chr7	30550637	30568570
Fa_chr7	19289416	19304959	Mo_chr7	25253695	25269228
Fa_chr7	26189390	26205932	Mo_chr7	18336459	18352978
Fa_chr7	22003070	22019447	Mo_chr7	22541349	22557722
Fa_chr7	8488521	8504664	Mo_chr7	36055367	36071508
Fa_chr7	27090366	27107021	Mo_chr7	17435519	17452171
Fa_chr7	7974547	7991035	Mo_chr7	36568514	36585004
Fa_chr7	14070827	14087709	Mo_chr7	30478313	30495201
Fa_chr7	6814891	6830778	Mo_chr7	37729286	37745173
Fa_chr7	17531618	17549185	Mo_chr7	27010714	27028282
Fa_chr7	17435313	17451731	Mo_chr7	27108163	27124610
Fa_chr7	27156304	27172253	Mo_chr7	17370285	17386241
Fa_chr7	20360522	20377563	Mo_chr7	24186428	24203440
Fa_chr7	12564322	12579969	Mo_chr7	31988522	32004160
Fa_chr7	26944762	26960761	Mo_chr7	17581757	17597772
Fa_chr7	25783762	25799192	Mo_chr7	18743354	18758779
Fa_chr7	13017729	13033006	Mo_chr7	31535626	31550921
Fa_chr7	17505825	17521211	Mo_chr7	27038705	27054095
Fa_chr7	25525992	25541013	Mo_chr7	19009902	19024923
Fa_chr7	6627445	6643306	Mo_chr7	37916703	37932609
Fa_chr7	18763095	18778039	Mo_chr7	25784944	25799901
Fa_chr7	35379800	35400355	Mo_chr7	4188469	4204647
Fa_chr7	26799600	26816304	Mo_chr7	17726209	17742841
Fa_chr7	3595724	3612463	Mo_chr7	40940193	40956902
Fa_chr7	6171022	6187764	Mo_chr7	38371493	38388238
Fa_chr7	19306661	19321690	Mo_chr7	25236967	25251993
Fa_chr7	17654054	17668983	Mo_chr7	26890816	26905740
Fa_chr7	4934562	4949897	Mo_chr7	39607851	39623207
Fa_chr7	11532951	11548546	Mo_chr7	33021419	33036938
Fa_chr7	13693322	13709860	Mo_chr7	30857131	30873645
Fa_chr7	4277284	4294453	Mo_chr7	40258077	40275252
Fa_chr7	6600692	6616366	Mo_chr7	37943652	37959325
Fa_chr7	9657393	9673529	Mo_chr7	34887178	34903332
Fa_chr7	10601673	10616216	Mo_chr7	33951933	33966474
Fa_chr7	7503999	7519851	Mo_chr7	37040608	37056503
Fa_chr7	15977596	15992933	Mo_chr7	28576437	28591776
Fa_chr7	21132958	21147927	Mo_chr7	23416985	23431954
Fa_chr7	18151526	18168011	Mo_chr7	26393106	26409595
Fa_chr7	11435429	11449896	Mo_chr7	33119992	33134467
Fa_chr7	35724927	35741365	Mo_chr7	3852132	3868564
Fa_chr7	20329800	20345031	Mo_chr7	24218914	24234139
Fa_chr7	4859406	4874118	Mo_chr7	39683584	39698296
Fa_chr7	24015164	24029700	Mo_chr7	20524314	20538856
Fa_chr7	20078957	20094839	Mo_chr7	24477942	24493851
Fa_chr7	5986413	6003269	Mo_chr7	38555845	38572652
Fa_chr7	13947709	13963194	Mo_chr7	30602856	30618331
Fa_chr7	7264776	7280750	Mo_chr7	37279528	37295507
Fa_chr7	35133744	35148678	Mo_chr7	42559453	42574389
Fa_chr7	13931670	13947214	Mo_chr7	30618826	30634372
Fa_chr7	21829243	21845319	Mo_chr7	22719808	22735891
Fa_chr7	10903267	10918613	Mo_chr7	33649705	33665053
Fa_chr7	35089766	35105063	Mo_chr7	42603058	42618330
Fa_chr7	8300749	8316967	Mo_chr7	36242682	36258919
Fa_chr7	27798504	27821921	Mo_chr7	8581900	8596877
Fa_chr7	16854619	16869478	Mo_chr7	27690172	27705041
Fa_chr7	4148389	4163659	Mo_chr7	40388968	40404220
Fa_chr7	6735530	6752295	Mo_chr7	37807736	37824357
Fa_chr7	13777530	13792554	Mo_chr7	30773439	30788483
Fa_chr7	17842700	17857490	Mo_chr7	26703093	26717873
Fa_chr7	12287051	12301215	Mo_chr7	32267313	32281478
Fa_chr7	4295400	4310582	Mo_chr7	40241956	40257140
Fa_chr7	14647533	14661472	Mo_chr7	29903735	29917680
Fa_chr7	40317588	40332305	Mo_chr7	9187801	9202506
Fa_chr7	15571722	15587304	Mo_chr7	28982069	28997643
Fa_chr7	21367113	21382043	Mo_chr7	23182784	23197715
Fa_chr7	11905676	11919839	Mo_chr7	32648686	32662848
Fa_chr7	3523694	3538968	Mo_chr7	41014375	41029649
Fa_chr7	40651313	40665966	Mo_chr7	8854252	8868892
Fa_chr7	9796950	9811809	Mo_chr7	34757508	34772354
Fa_chr7	13824139	13839752	Mo_chr7	30726243	30741860
Fa_chr7	11593755	11608760	Mo_chr7	32961260	32976255
Fa_chr7	9935273	9949642	Mo_chr7	34619708	34634076
Fa_chr7	8523615	8538483	Mo_chr7	36021541	36036432
Fa_chr7	9130245	9145346	Mo_chr7	35413972	35429065
Fa_chr7	10802923	10817710	Mo_chr7	33750572	33765351
Fa_chr7	40043470	40058454	Mo_chr7	9455050	9470031
Fa_chr7	11890116	11904431	Mo_chr7	32664093	32678413
Fa_chr7	19182722	19198276	Mo_chr7	25365094	25380737
Fa_chr7	9465633	9479625	Mo_chr7	35081090	35095078
Fa_chr7	7142447	7158125	Mo_chr7	37402073	37417749
Fa_chr7	12615606	12630831	Mo_chr7	31937646	31952881
Fa_chr7	22372999	22388091	Mo_chr7	22177268	22192354
Fa_chr7	6654149	6668530	Mo_chr7	37891459	37905860
Fa_chr7	15601538	15615091	Mo_chr7	28954277	28967829
Fa_chr7	20842721	20856835	Mo_chr7	23707138	23721256
Fa_chr7	40043470	40058454	Mo_chr7	9823622	9838589
Fa_chr7	17243870	17257653	Mo_chr7	27302180	27315971
Fa_chr7	6900422	6916163	Mo_chr7	37644016	37659695
Fa_chr7	22723470	22737778	Mo_chr7	21828338	21842645
Fa_chr7	40753147	40767836	Mo_chr7	8752354	8767042
Fa_chr7	14744485	14758121	Mo_chr7	29807062	29820714
Fa_chr7	22518645	22532969	Mo_chr7	22033097	22047616
Fa_chr7	25768015	25783290	Mo_chr7	18759251	18774530
Fa_chr7	15587687	15601286	Mo_chr7	28968081	28981686
Fa_chr7	16694699	16708959	Mo_chr7	27853168	27867427
Fa_chr7	7224838	7239315	Mo_chr7	37320970	37335417
Fa_chr7	35535276	35549918	Mo_chr7	4043439	4058083
Fa_chr7	13739404	13753247	Mo_chr7	30812767	30826584
Fa_chr7	14996409	15010113	Mo_chr7	29555325	29569008
Fa_chr7	9812072	9825975	Mo_chr7	34743349	34757245
Fa_chr7	22216982	22231336	Mo_chr7	22333786	22348148
Fa_chr7	23745668	23760071	Mo_chr7	20794014	20808440
Fa_chr7	2705101	2719293	Mo_chr7	41834173	41848362
Fa_chr7	17567753	17581480	Mo_chr7	26978406	26992166
Fa_chr7	10642098	10655256	Mo_chr7	33912985	33926144
Fa_chr7	23213255	23227514	Mo_chr7	21332693	21346937
Fa_chr11	3282328	3302088	Mo_chr7	45386249	45406030
Fa_chr7	35420163	35435452	Mo_chr7	4157804	4173062
Fa_chr7	20126705	20141518	Mo_chr7	24431274	24446074
Fa_chr11	3282328	3302088	Mo_chr7	43898021	43917804
Fa_chr7	3152952	3168683	Mo_chr7	41384476	41400542
Fa_chr7	9075846	9092024	Mo_chr7	35467282	35483418
Fa_chr7	35205252	35219445	Mo_chr7	42488663	42502867
Fa_chr7	14830956	14844381	Mo_chr7	29720845	29734258
Fa_chr11	3282328	3302088	Mo_chr7	46427647	46447448
Fa_chr7	3094820	3109074	Mo_chr7	41444372	41458654
Fa_chr7	40954893	40968270	Mo_chr7	48328940	48342315
Fa_chr7	35563309	35578161	Mo_chr7	4015248	4030055
Fa_chr11	3282328	3302088	Mo_chr7	44720467	44740250
Fa_chr7	16605133	16619058	Mo_chr7	27943057	27956988
Fa_chr11	3282328	3302088	Mo_chr7	42867084	42886871
Fa_chr7	3576015	3590390	Mo_chr7	40962260	40976653
Fa_chr7	24680099	24694516	Mo_chr7	19856517	19870918
Fa_chr7	24270847	24284870	Mo_chr7	20269164	20283133
Fa_chr7	14282545	14296007	Mo_chr7	30269936	30283384
Fa_chr7	3016584	3031648	Mo_chr7	41521839	41536873
Fa_chr7	27021561	27035988	Mo_chr7	17506547	17521040
Fa_chr7	24659545	24672983	Mo_chr7	19878028	19891459
Fa_chr7	5682269	5696462	Mo_chr7	38862499	38876683
Fa_chr7	5259335	5274113	Mo_chr7	39283606	39298372
Fa_chr7	7750053	7763693	Mo_chr7	36797730	36811367
Fa_chr7	35352631	35365555	Mo_chr7	4218967	4231892
Fa_chr7	19893080	19907384	Mo_chr7	24665453	24679737
Fa_chr7	8504935	8518809	Mo_chr7	36041238	36055096
Fa_chr7	8142165	8155602	Mo_chr7	36404014	36417456
Fa_chr7	6138062	6151185	Mo_chr7	38408053	38421180
Fa_chr7	16631273	16644355	Mo_chr7	27917791	27930867
Fa_chr7	14945565	14958026	Mo_chr7	29607400	29619861
Fa_chr7	21107074	21120203	Mo_chr7	23444695	23457829
Fa_chr7	23127196	23140689	Mo_chr7	21419567	21433060
Fa_chr7	6921810	6935753	Mo_chr7	37624435	37638369
Fa_chr7	3294776	3310047	Mo_chr7	41242425	41257693
Fa_chr7	21088592	21101914	Mo_chr7	23462997	23476338
Fa_chr7	2677566	2691640	Mo_chr7	41861822	41875875
Fa_chr7	3078832	3092740	Mo_chr7	41460718	41474603
Fa_chr7	7891370	7905496	Mo_chr7	36656063	36670185
Fa_chr7	10585254	10597876	Mo_chr7	33970167	33982794
Fa_chr7	35980099	35994135	Mo_chr7	3598911	3613032
Fa_chr7	26914052	26928422	Mo_chr7	17614117	17628493
Fa_chr7	4515936	4529287	Mo_chr7	40023248	40036594
Fa_chr7	7991648	8004712	Mo_chr7	36554877	36567944
Fa_chr7	14376364	14389660	Mo_chr7	30176274	30189580
Fa_chr7	13238769	13252370	Mo_chr7	31322712	31336359
Fa_chr7	25458981	25471423	Mo_chr7	19079471	19091907
Fa_chr7	24285132	24298019	Mo_chr7	20256015	20268902
Fa_chr7	8813226	8826848	Mo_chr7	35732808	35746189
Fa_chr7	6998093	7012449	Mo_chr7	37547814	37562155
Fa_chr7	8573425	8586217	Mo_chr7	35973805	35986609
Fa_chr7	27245018	27257305	Mo_chr7	17285237	17297523
Fa_chr7	5340927	5355019	Mo_chr7	39202675	39216768
Fa_chr7	22258979	22271591	Mo_chr7	22293576	22306167
Fa_chr7	27668070	27680910	Mo_chr7	16884804	16897657
Fa_chr7	16100287	16113092	Mo_chr7	28456178	28468980
Fa_chr7	15036332	15049227	Mo_chr7	29516111	29529018
Fa_chr7	2911141	2924388	Mo_chr7	41628724	41641966
Fa_chr7	8850750	8863044	Mo_chr7	35696634	35708933
Fa_chr7	8377421	8392890	Mo_chr7	36166707	36182232
Fa_chr7	6403740	6417355	Mo_chr7	38142093	38155701
Fa_chr7	21268555	21280775	Mo_chr7	23284068	23296285
Fa_chr7	5429277	5441840	Mo_chr7	39115830	39128400
Fa_chr7	22576273	22589006	Mo_chr7	21977103	21989853
Fa_chr7	18268427	18280656	Mo_chr7	26280503	26292733
Fa_chr7	9206290	9219194	Mo_chr7	35341489	35354402
Fa_chr7	35120075	35133122	Mo_chr7	42575013	42588048
Fa_chr7	26738092	26750987	Mo_chr7	17791397	17804291
Fa_chr7	16027199	16040387	Mo_chr7	28528986	28542166
Fa_chr7	21566120	21580584	Mo_chr7	22984143	22998589
Fa_chr7	21674506	21685987	Mo_chr7	22879169	22890647
Fa_chr7	18218259	18231818	Mo_chr7	26329309	26342873
Fa_chr7	35400606	35419225	Mo_chr7	4174000	4188218
Fa_chr7	12958370	12970563	Mo_chr7	31598023	31610217
Fa_chr7	25322876	25334693	Mo_chr7	19216206	19228020
Fa_chr7	6849706	6863118	Mo_chr7	37696950	37710361
Fa_chr7	14440196	14452646	Mo_chr7	30113343	30125774
Fa_chr7	25582840	25595869	Mo_chr7	18955051	18968090
Fa_chr28	18239293	18253923	Mo_chr7	45157762	45172413
Fa_chr7	14773470	14786290	Mo_chr7	29778883	29791713
Fa_chr7	7939443	7951518	Mo_chr7	36608026	36620094
Fa_chr7	36160415	36173048	Mo_chr7	3420095	3432727
Fa_chr7	18910094	18922120	Mo_chr7	25640661	25652895
Fa_chr7	22243491	22257202	Mo_chr7	22307946	22321624
Fa_chr7	5784543	5797697	Mo_chr7	38761503	38774653
Fa_chr7	7544554	7559519	Mo_chr7	37000906	37015899
Fa_chr7	22823263	22835327	Mo_chr7	21730783	21742831
Fa_chr7	19238935	19251147	Mo_chr7	25312210	25324458
Fa_chr7	24327408	24339503	Mo_chr7	20214506	20226598
Fa_chr7	20221729	20233627	Mo_chr7	24339094	24350972
Fa_chr26	19595835	19607391	Mo_chr7	47074521	47086079
Fa_chr7	12974507	12987030	Mo_chr7	31581589	31594071
Fa_chr7	17139866	17152090	Mo_chr7	27408509	27420754
Fa_chr7	13035152	13048030	Mo_chr7	31520521	31533397
Fa_chr7	19217193	19229730	Mo_chr7	25333661	25346179
Fa_chr7	9923521	9934772	Mo_chr7	34634573	34645824
Fa_chr7	8028626	8041163	Mo_chr7	36518412	36530949
Fa_chr7	18582434	18594417	Mo_chr7	25966580	25978554
Fa_chr26	19595835	19607391	Mo_chr7	48865368	48876930
Fa_chr7	18882327	18894393	Mo_chr7	25668613	25680685
Fa_chr7	22964504	22978117	Mo_chr7	21587802	21601464
Fa_chr7	22272549	22284808	Mo_chr7	22280362	22292618
Fa_chr7	26757471	26770181	Mo_chr7	17772257	17784891
Fa_chr7	4133589	4147927	Mo_chr7	40404682	40419006
Fa_chr7	19907833	19920338	Mo_chr7	24652539	24665004
Fa_chr7	12302380	12314288	Mo_chr7	32254234	32266148
Fa_chr7	9992675	10004923	Mo_chr7	34564428	34576677
Fa_chr7	22077632	22089638	Mo_chr7	22471101	22483099
Fa_chr7	20234733	20246590	Mo_chr7	24326122	24337988
Fa_chr7	12320034	12331547	Mo_chr7	32236968	32248480
Fa_chr7	16842705	16854408	Mo_chr7	27705252	27716946
Fa_chr7	5027716	5040979	Mo_chr7	39516881	39530153
Fa_chr7	7660259	7674491	Mo_chr7	36885817	36900034
Fa_chr7	21661100	21673425	Mo_chr7	22891728	22904058
Fa_chr7	12258955	12271288	Mo_chr7	32297267	32309608
Fa_chr7	20590769	20603292	Mo_chr7	23960743	23973267
Fa_chr7	26673794	26685507	Mo_chr7	17856867	17868582
Fa_chr7	7559963	7572403	Mo_chr7	36987797	37000218
Fa_chr7	22623547	22636000	Mo_chr7	21930133	21942578
Fa_chr7	8198817	8211263	Mo_chr7	36348333	36360765
Fa_chr7	7721454	7733697	Mo_chr7	36826619	36838859
Fa_chr7	12602742	12615004	Mo_chr7	31953483	31965755
Fa_chr7	6722502	6735325	Mo_chr7	37824562	37837499
Fa_chr7	25809046	25822239	Mo_chr7	18720389	18733564
Fa_chr7	7333731	7346328	Mo_chr7	37214023	37226618
Fa_chr7	22610912	22622671	Mo_chr7	21943454	21955219
Fa_chr7	40601515	40615360	Mo_chr7	8904762	8918599
Fa_chr7	18563933	18575331	Mo_chr7	25985652	25997055
Fa_chr7	24927987	24939395	Mo_chr7	19611515	19622932
Fa_chr7	15956516	15968754	Mo_chr7	28600621	28612842
Fa_chr7	17057911	17069744	Mo_chr7	27489999	27501826
Fa_chr7	21025548	21037544	Mo_chr7	23526400	23538376
Fa_chr7	40347460	40359742	Mo_chr7	9160375	9172631
Fa_chr7	15074737	15086730	Mo_chr7	29478572	29490574
Fa_chr7	5369276	5381800	Mo_chr7	39175888	39188498
Fa_chr7	19259087	19269775	Mo_chr7	25293583	25304270
Fa_chr7	27072782	27084201	Mo_chr7	17458336	17469764
Fa_chr7	15172137	15183665	Mo_chr7	29381716	29393252
Fa_chr7	24790271	24801596	Mo_chr7	19749245	19760574
Fa_chr7	27616841	27627974	Mo_chr7	16914434	16925572
Fa_chr7	26969102	26981416	Mo_chr7	17561172	17573406
Fa_chr7	23984508	23995654	Mo_chr7	20558354	20569501
Fa_chr7	21451881	21463000	Mo_chr7	23101697	23112820
Fa_chr7	10994161	11006190	Mo_chr7	33562127	33574151
Fa_chr7	17675999	17688046	Mo_chr7	26871753	26883802
Fa_chr7	7347120	7359661	Mo_chr7	37200670	37213232
Fa_chr7	9912188	9923225	Mo_chr7	34646120	34657157
Fa_chr7	18692191	18708535	Mo_chr7	25854377	25866295
Fa_chr7	5386343	5397492	Mo_chr7	39160203	39171337
Fa_chr7	16541999	16554098	Mo_chr7	28007999	28020105
Fa_chr7	7319833	7332448	Mo_chr7	37227901	37240518
Fa_chr7	19589012	19600441	Mo_chr7	24958086	24969526
Fa_chr7	25671101	25682573	Mo_chr7	18859977	18871455
Fa_chr7	13900905	13911937	Mo_chr7	30654053	30665085
Fa_chr7	16709357	16721750	Mo_chr7	27840373	27852762
Fa_chr7	7379725	7391369	Mo_chr7	37168990	37180631
Fa_chr7	3556689	3569982	Mo_chr7	40982991	40996306
Fa_chr7	36173813	36186146	Mo_chr7	3406995	3419330
Fa_chr7	14112350	14123106	Mo_chr7	30442921	30453672
Fa_chr7	9060757	9073204	Mo_chr7	35486060	35498482
Fa_chr7	24299126	24310063	Mo_chr7	20243969	20254908
Fa_chr7	23373492	23384900	Mo_chr7	21169334	21180719
Fa_chr7	3825770	3837775	Mo_chr7	40715009	40727022
Fa_chr7	18023720	18035671	Mo_chr7	26524988	26536885
Fa_chr7	7392561	7404229	Mo_chr7	37156174	37167795
Fa_chr7	6776382	6787590	Mo_chr7	37772459	37783670
Fa_chr7	18256312	18267611	Mo_chr7	26293549	26304855
Fa_chr7	5663529	5675421	Mo_chr7	38882452	38894325
Fa_chr7	11006451	11020237	Mo_chr7	33550172	33561465
Fa_chr7	10744406	10756114	Mo_chr7	33812169	33823880
Fa_chr7	12946009	12957304	Mo_chr7	31611291	31622587
Fa_chr7	15093214	15103852	Mo_chr7	29461437	29472079
Fa_chr7	23760568	23772549	Mo_chr7	20781519	20793507
Fa_chr7	10973122	10984957	Mo_chr7	33583361	33595194
Fa_chr7	36091022	36102983	Mo_chr7	3490195	3502162
Fa_chr7	24551984	24562889	Mo_chr7	19990220	20001133
Fa_chr7	4987489	4998816	Mo_chr7	39558959	39570281
Fa_chr7	18538994	18551212	Mo_chr7	26009775	26022248
Fa_chr7	3929926	3941354	Mo_chr7	40611160	40622794
Fa_chr7	2996020	3007601	Mo_chr7	41545862	41557434
Fa_chr7	36004593	36016083	Mo_chr7	3576962	3588459
Fa_chr7	5824976	5836936	Mo_chr7	38722187	38734122
Fa_chr7	17409879	17420759	Mo_chr7	27139139	27150021
Fa_chr7	3813412	3825319	Mo_chr7	40727473	40739367
Fa_chr7	35713185	35724529	Mo_chr7	3868961	3880299
Fa_chr7	4316803	4328029	Mo_chr7	40224513	40235746
Fa_chr7	40380941	40392766	Mo_chr7	9127344	9139209
Fa_chr7	10243855	10255158	Mo_chr7	34313285	34324586
Fa_chr7	23733511	23744986	Mo_chr7	20809125	20820660
Fa_chr7	10205979	10217304	Mo_chr7	34351147	34362472
Fa_chr7	6498899	6509454	Mo_chr7	38050037	38060590
Fa_chr7	23839631	23850323	Mo_chr7	20703756	20714444
Fa_chr7	7878633	7890893	Mo_chr7	36670662	36682868
Fa_chr7	35550226	35562192	Mo_chr7	4031174	4043150
Fa_chr7	10630667	10641601	Mo_chr7	33926641	33937578
Fa_chr7	5356153	5368152	Mo_chr7	39189619	39201541
Fa_chr7	18364773	18376076	Mo_chr7	26185225	26196445
Fa_chr7	20493043	20503445	Mo_chr7	24060547	24070962
Fa_chr7	14819255	14830367	Mo_chr7	29734847	29745963
Fa_chr7	8401649	8412901	Mo_chr7	36146701	36157948
Fa_chr7	2873852	2885949	Mo_chr7	41667645	41679721
Fa_chr7	27319614	27330635	Mo_chr7	17211935	17222956
Fa_chr7	12343105	12354207	Mo_chr7	32214316	32225409
Fa_chr7	22996649	23007750	Mo_chr7	21558359	21569466
Fa_chr7	15756115	15766697	Mo_chr7	28802728	28813314
Fa_chr7	27495540	27505875	Mo_chr7	17036749	17047085
Fa_chr7	21393751	21404407	Mo_chr7	23160425	23171081
Fa_chr7	8698867	8709757	Mo_chr7	35850333	35861227
Fa_chr7	9485465	9495569	Mo_chr7	35065152	35075257
Fa_chr7	19629762	19641077	Mo_chr7	24917504	24928769
Fa_chr7	6022499	6035267	Mo_chr7	38523873	38536610
Fa_chr7	10460579	10471139	Mo_chr7	34097274	34107831
Fa_chr7	2635766	2647397	Mo_chr7	41906036	41917662
Fa_chr7	8827839	8838584	Mo_chr7	35721093	35731817
Fa_chr7	22232472	22243010	Mo_chr7	22322105	22332650
Fa_chr7	19603237	19613812	Mo_chr7	24944721	24955294
Fa_chr7	4783668	4794589	Mo_chr7	39763119	39774046
Fa_chr7	24069356	24079466	Mo_chr7	20474528	20484647
Fa_chr7	22054216	22065212	Mo_chr7	22495506	22506497
Fa_chr7	5399173	5409391	Mo_chr7	39148301	39158522
Fa_chr7	25657681	25667955	Mo_chr7	18874603	18884880
Fa_chr7	19618311	19628533	Mo_chr7	24929996	24940222
Fa_chr7	23814244	23825076	Mo_chr7	20728987	20739841
Fa_chr7	22978770	22990031	Mo_chr7	21576058	21587149
Fa_chr7	15556171	15566561	Mo_chr7	28998914	29009301
Fa_chr7	25626581	25637078	Mo_chr7	18905408	18915893
Fa_chr7	3117013	3127944	Mo_chr7	41425506	41436423
Fa_chr7	24452093	24462683	Mo_chr7	20090843	20101427
Fa_chr7	8647181	8657843	Mo_chr7	35902218	35912861
Fa_chr7	4734722	4745377	Mo_chr7	39812307	39822924
Fa_chr7	12987856	12998545	Mo_chr7	31570112	31580763
Fa_chr7	7911932	7922009	Mo_chr7	36637518	36647576
Fa_chr7	5967963	5978110	Mo_chr7	38580953	38591090
Fa_chr7	8050379	8060832	Mo_chr7	36498753	36509206
Fa_chr7	14977610	14987689	Mo_chr7	29577732	29587815
Fa_chr7	3545733	3556287	Mo_chr7	40996706	41007256
Fa_chr7	27010249	27021342	Mo_chr7	17521259	17532319
Fa_chr7	25149231	25159734	Mo_chr7	19391205	19401730
Fa_chr27	17788391	17802105	Mo_chr7	44787551	44801267
Fa_chr7	21517800	21528013	Mo_chr7	23036701	23046902
Fa_chr27	17788391	17802105	Mo_chr7	45453374	45467086
Fa_chr7	6787771	6798250	Mo_chr7	37761811	37772277
Fa_chr7	25941973	25952372	Mo_chr7	18590158	18600596
Fa_chr27	17788391	17802105	Mo_chr7	42934185	42947901
Fa_chr27	17788391	17802105	Mo_chr7	46503357	46517072
Fa_chr7	8448317	8458503	Mo_chr7	36101526	36111718
Fa_chr7	19920364	19931123	Mo_chr7	24641758	24652513
Fa_chr7	16286400	16296721	Mo_chr7	28265394	28275717
Fa_chr7	4232401	4242656	Mo_chr7	40310038	40320280
Fa_chr7	22436893	22447610	Mo_chr7	22118868	22129581
Fa_chr7	2766052	2776271	Mo_chr7	41777315	41787538
Fa_chr7	5892483	5902528	Mo_chr7	38656566	38666623
Fa_chr27	17788391	17802105	Mo_chr7	43965048	43978761
